record_id,date,origin,destination,shipping_mode,carrier,distance_km,weight_kg,cost_usd,cost_per_kg,cost_per_km,fuel_surcharge_pct,on_time
TR00866,2024-01-22,Shanghai,Jeddah,Express Courier,NAQEL Express,9341,4575.3,4078.32,0.8914,0.4366,5.2,1
TR00867,2024-01-30,Istanbul,Jubail,Express Courier,Maersk Line,1850,4202.6,1816.53,0.4322,0.9819,4.6,1
TR00868,2023-10-01,Munich,Jubail,Air Freight,Aramex,2802,957.4,1035.31,1.0814,0.3695,13.1,1
TR00869,2024-08-12,Mumbai,Jeddah,Rail,Agility Logistics,5751,1956.9,1449.88,0.7409,0.2521,16.0,1
TR00870,2024-09-26,Mumbai,Dammam,Road Transport,NAQEL Express,5491,3614.6,2472.49,0.684,0.4503,16.2,0
TR00871,2023-09-23,Dammam,Jubail,Rail,DHL Global,9265,7640.0,2149.73,0.2814,0.232,11.0,1
TR00872,2024-05-13,Riyadh,Riyadh,Sea Freight,DB Schenker,8986,2878.5,2862.07,0.9943,0.3185,17.9,1
TR00873,2023-08-18,Mumbai,Jubail,Rail,Agility Logistics,1944,832.0,739.05,0.8883,0.3802,7.8,1
TR00874,2023-11-15,Dammam,Jeddah,Air Freight,Saudi Post Logistics,3150,9929.0,7519.22,0.7573,2.3871,17.7,1
TR00875,2024-03-31,Dubai,Riyadh,Road Transport,FedEx,895,6237.6,884.54,0.1418,0.9883,5.6,0
TR00876,2024-06-06,Jeddah,Madinah,Air Freight,Agility Logistics,9933,1282.8,1210.32,0.9435,0.1218,9.9,1
TR00877,2023-09-08,Munich,Jeddah,Express Courier,NAQEL Express,11376,1621.3,2174.62,1.3413,0.1912,14.8,1
TR00878,2023-11-02,Dubai,Jeddah,Road Transport,Maersk Line,5669,460.7,919.95,1.9969,0.1623,4.5,1
TR00879,2023-02-18,Jeddah,Dubai,Express Courier,DHL Global,3853,9829.1,8256.54,0.84,2.1429,13.2,1
TR00880,2023-06-03,Shanghai,Dubai,Sea Freight,NAQEL Express,4221,1908.5,1500.71,0.7863,0.3555,17.3,0
TR00881,2023-09-16,Mumbai,Riyadh,Sea Freight,DHL Global,67,8832.9,4906.91,0.5555,73.2375,4.7,1
TR00882,2023-07-27,Shanghai,Riyadh,Rail,DHL Global,4381,9424.8,6320.66,0.6706,1.4427,9.0,1
TR00883,2024-05-18,Mumbai,Madinah,Air Freight,DB Schenker,8455,4791.0,1852.14,0.3866,0.2191,7.9,1
TR00884,2024-09-24,Munich,Madinah,Rail,Agility Logistics,4033,1674.6,1356.11,0.8098,0.3363,9.4,1
TR00885,2024-08-07,Munich,Dubai,Road Transport,Aramex,2587,2878.4,2147.74,0.7462,0.8302,9.7,1
TR00886,2024-09-03,Istanbul,Jubail,Rail,Saudi Post Logistics,3647,4186.2,3458.21,0.8261,0.9482,14.3,1
TR00887,2024-05-11,Dubai,Dubai,Road Transport,DHL Global,1039,4464.3,749.46,0.1679,0.7213,7.4,0
TR00888,2024-02-23,Munich,Dubai,Sea Freight,NAQEL Express,10923,4888.5,1203.35,0.2462,0.1102,10.2,1
TR00889,2024-01-05,Mumbai,Riyadh,Sea Freight,DB Schenker,9108,6382.2,4564.11,0.7151,0.5011,12.9,1
TR00890,2024-07-31,Dubai,Riyadh,Express Courier,DB Schenker,5510,6692.4,2418.72,0.3614,0.439,4.3,1
TR00891,2024-03-15,Munich,Madinah,Air Freight,Agility Logistics,7998,8515.3,1554.62,0.1826,0.1944,8.9,1
TR00892,2024-04-11,Dammam,Madinah,Rail,FedEx,11728,606.2,887.05,1.4633,0.0756,16.6,1
TR00893,2024-09-27,Riyadh,Riyadh,Road Transport,DB Schenker,3666,727.7,868.06,1.1929,0.2368,13.4,1
TR00894,2023-02-21,Shanghai,Madinah,Air Freight,Aramex,2741,2601.5,1819.63,0.6995,0.6639,15.9,1
TR00895,2024-03-21,Istanbul,Riyadh,Rail,DB Schenker,785,9523.9,2064.01,0.2167,2.6293,10.9,0
TR00896,2024-12-28,Istanbul,Jubail,Air Freight,Maersk Line,122,2120.0,1481.39,0.6988,12.1425,14.4,1
TR00897,2024-12-06,Munich,Madinah,Sea Freight,NAQEL Express,7464,3934.5,1939.46,0.4929,0.2598,6.6,1
TR00898,2024-11-20,Jeddah,Jeddah,Express Courier,NAQEL Express,8412,3679.9,2391.44,0.6499,0.2843,17.9,1
TR00899,2024-09-23,Dubai,Madinah,Express Courier,Agility Logistics,2097,8761.0,2204.39,0.2516,1.0512,8.4,1
TR00900,2023-10-21,Riyadh,Dammam,Road Transport,DHL Global,6638,8278.1,3409.67,0.4119,0.5137,17.8,1
TR00901,2024-07-20,Riyadh,Madinah,Sea Freight,NAQEL Express,11511,5099.7,3336.98,0.6543,0.2899,13.1,1
TR00902,2024-06-30,Munich,Jeddah,Rail,Maersk Line,6013,1143.3,834.6,0.73,0.1388,8.3,1
TR00903,2024-07-29,Dubai,Madinah,Express Courier,Saudi Post Logistics,2235,3300.3,452.91,0.1372,0.2026,15.3,1
TR00904,2023-07-18,Jeddah,Madinah,Sea Freight,Maersk Line,9434,5362.3,2416.29,0.4506,0.2561,13.9,0
TR00905,2024-02-04,Mumbai,Madinah,Air Freight,NAQEL Express,3623,8012.0,1535.35,0.1916,0.4238,16.5,1
TR00906,2023-01-12,Istanbul,Riyadh,Express Courier,Saudi Post Logistics,8254,7633.6,1476.39,0.1934,0.1789,12.0,0
TR00907,2024-11-06,Shanghai,Riyadh,Express Courier,Aramex,3959,2864.2,800.69,0.2796,0.2022,7.4,1
TR00908,2024-11-01,Mumbai,Dubai,Sea Freight,Saudi Post Logistics,1581,3440.3,2857.82,0.8307,1.8076,16.0,1
TR00909,2024-08-16,Mumbai,Madinah,Express Courier,NAQEL Express,11954,1025.0,1989.6,1.9411,0.1664,9.1,0
TR00910,2023-02-01,Dammam,Riyadh,Air Freight,Agility Logistics,8941,4023.4,3422.42,0.8506,0.3828,12.7,0
TR00911,2024-12-13,Dubai,Madinah,Road Transport,NAQEL Express,5301,1539.7,1326.62,0.8616,0.2503,5.2,1
TR00912,2023-01-09,Shanghai,Jeddah,Road Transport,Maersk Line,8614,8328.0,3790.58,0.4552,0.44,12.2,1
TR00913,2023-11-15,Shanghai,Jeddah,Air Freight,NAQEL Express,3356,339.8,263.46,0.7753,0.0785,9.0,1
TR00914,2023-03-27,Dubai,Madinah,Sea Freight,DB Schenker,1687,230.8,398.63,1.7272,0.2363,16.7,1
TR00915,2023-08-11,Jeddah,Dammam,Rail,Agility Logistics,8191,2105.7,1330.01,0.6316,0.1624,9.1,0
TR00916,2023-03-18,Jeddah,Dammam,Express Courier,Saudi Post Logistics,3519,8918.6,3813.69,0.4276,1.0837,17.9,1
TR00917,2024-02-05,Dubai,Riyadh,Express Courier,DB Schenker,5675,7734.8,5220.68,0.675,0.9199,13.9,1
TR00918,2023-04-18,Riyadh,Jeddah,Rail,DHL Global,11790,3946.3,1763.62,0.4469,0.1496,7.4,1
TR00919,2024-10-24,Dammam,Jubail,Air Freight,Aramex,10610,7781.2,2823.71,0.3629,0.2661,12.4,1
TR00920,2024-03-02,Dubai,Dammam,Road Transport,Agility Logistics,2726,8404.3,6308.36,0.7506,2.3141,15.8,1
TR00921,2024-11-28,Dubai,Dammam,Air Freight,Aramex,7538,7059.7,3715.42,0.5263,0.4929,3.6,1
TR00922,2024-02-27,Riyadh,Madinah,Rail,Saudi Post Logistics,5068,3614.1,3271.61,0.9052,0.6455,11.6,1
TR00923,2024-10-02,Mumbai,Dammam,Road Transport,Saudi Post Logistics,1185,4584.7,1082.56,0.2361,0.9136,7.5,1
TR00924,2023-07-07,Munich,Jeddah,Express Courier,DB Schenker,8754,8942.8,4659.01,0.521,0.5322,4.1,0
TR00925,2024-11-04,Mumbai,Madinah,Road Transport,Aramex,7809,9312.1,5754.65,0.618,0.7369,3.6,1
TR00926,2024-10-30,Jeddah,Jeddah,Sea Freight,NAQEL Express,2606,9080.9,4389.98,0.4834,1.6846,3.8,0
TR00927,2023-01-01,Dammam,Riyadh,Rail,DB Schenker,6391,9276.0,8090.45,0.8722,1.2659,10.9,1
TR00928,2024-10-06,Dubai,Jubail,Express Courier,Saudi Post Logistics,7989,5387.9,1075.08,0.1995,0.1346,15.3,1
TR00929,2023-09-20,Dubai,Madinah,Air Freight,DHL Global,10740,9784.4,5755.54,0.5882,0.5359,10.0,0
TR00930,2023-11-02,Shanghai,Jubail,Road Transport,FedEx,11671,607.7,1450.75,2.3873,0.1243,17.2,1
TR00931,2023-02-18,Dammam,Madinah,Air Freight,NAQEL Express,3731,5708.8,3777.48,0.6617,1.0125,16.6,1
TR00932,2024-06-07,Mumbai,Jeddah,Rail,NAQEL Express,5117,4521.6,3138.91,0.6942,0.6134,3.4,0
TR00933,2024-12-25,Mumbai,Riyadh,Sea Freight,Saudi Post Logistics,8831,8835.0,4713.19,0.5335,0.5337,7.7,0
TR00934,2024-06-09,Istanbul,Riyadh,Sea Freight,Saudi Post Logistics,4953,1482.1,825.33,0.5569,0.1666,12.7,1
TR00935,2024-11-29,Mumbai,Dammam,Sea Freight,NAQEL Express,7762,5148.0,3025.87,0.5878,0.3898,17.9,1
TR00936,2024-11-07,Riyadh,Dubai,Express Courier,DHL Global,8777,889.1,1408.13,1.5838,0.1604,16.6,0
TR00937,2023-08-08,Mumbai,Riyadh,Air Freight,Agility Logistics,5840,1628.8,1227.76,0.7538,0.2102,16.6,1
TR00938,2023-11-25,Munich,Jeddah,Sea Freight,NAQEL Express,7290,4928.1,1335.56,0.271,0.1832,14.1,1
TR00939,2023-02-11,Mumbai,Jubail,Road Transport,DB Schenker,1697,296.9,193.92,0.6531,0.1143,11.8,0
TR00940,2023-06-09,Jeddah,Dubai,Air Freight,Aramex,3274,5361.5,2009.93,0.3749,0.6139,6.9,1
TR00941,2023-09-15,Dubai,Jeddah,Express Courier,DB Schenker,2662,6409.1,3846.14,0.6001,1.4448,7.6,1
TR00942,2023-10-28,Mumbai,Jeddah,Air Freight,DB Schenker,5950,1705.3,1385.47,0.8124,0.2329,12.1,1
TR00943,2024-10-17,Shanghai,Riyadh,Express Courier,NAQEL Express,3362,3401.0,1879.55,0.5526,0.5591,15.7,0
TR00944,2024-06-15,Mumbai,Jeddah,Air Freight,Aramex,3361,7678.7,1779.26,0.2317,0.5294,12.2,1
TR00945,2023-04-11,Mumbai,Dammam,Express Courier,NAQEL Express,8920,6602.5,3826.72,0.5796,0.429,7.7,0
TR00946,2024-05-14,Shanghai,Riyadh,Express Courier,Maersk Line,11144,3861.4,2632.01,0.6816,0.2362,15.6,1
TR00947,2024-10-08,Dubai,Riyadh,Sea Freight,Aramex,3912,1906.8,859.54,0.4508,0.2197,16.2,1
TR00948,2023-07-11,Shanghai,Dubai,Express Courier,Agility Logistics,10634,989.3,501.97,0.5074,0.0472,6.3,1
TR00949,2023-12-19,Munich,Madinah,Express Courier,DB Schenker,1474,2892.2,2029.75,0.7018,1.377,13.9,1
TR00950,2024-05-05,Dubai,Dammam,Road Transport,NAQEL Express,8715,6480.8,2934.6,0.4528,0.3367,14.5,1
TR00951,2023-08-19,Shanghai,Dammam,Rail,NAQEL Express,9271,5582.0,1349.09,0.2417,0.1455,14.4,1
TR00952,2023-12-20,Munich,Dammam,Air Freight,Maersk Line,10693,7161.9,3087.46,0.4311,0.2887,15.5,0
TR00953,2023-10-05,Munich,Riyadh,Air Freight,DHL Global,4204,9831.3,7948.0,0.8084,1.8906,9.2,1
TR00954,2024-02-25,Jeddah,Madinah,Air Freight,Aramex,11187,6640.1,4369.04,0.658,0.3905,14.1,1
TR00955,2024-03-28,Mumbai,Riyadh,Road Transport,NAQEL Express,5514,4716.6,2491.22,0.5282,0.4518,9.6,1
TR00956,2023-05-06,Shanghai,Riyadh,Rail,DB Schenker,5366,406.1,801.51,1.9737,0.1494,14.0,1
TR00957,2023-12-08,Mumbai,Madinah,Air Freight,DHL Global,9052,3778.4,3455.81,0.9146,0.3818,11.9,1
TR00958,2023-03-30,Istanbul,Dammam,Road Transport,NAQEL Express,8756,3330.5,2843.93,0.8539,0.3248,13.9,0
TR00959,2024-09-19,Munich,Jubail,Air Freight,DHL Global,11792,9487.7,7575.4,0.7984,0.6424,14.8,1
TR00960,2023-09-25,Mumbai,Dubai,Road Transport,Aramex,774,5052.6,1672.89,0.3311,2.1614,14.0,1
TR00961,2024-07-28,Jeddah,Jeddah,Express Courier,Saudi Post Logistics,1828,9031.9,4044.72,0.4478,2.2126,4.8,1
TR00962,2024-05-01,Dubai,Riyadh,Express Courier,Saudi Post Logistics,10331,3925.0,1727.06,0.44,0.1672,12.6,1
TR00963,2023-12-31,Jeddah,Jeddah,Road Transport,Maersk Line,1414,4682.0,2821.83,0.6027,1.9956,4.5,1
TR00964,2024-03-19,Shanghai,Riyadh,Air Freight,Saudi Post Logistics,4452,1269.7,860.84,0.678,0.1934,10.8,1
TR00965,2024-02-13,Shanghai,Madinah,Rail,NAQEL Express,3356,8831.4,4628.01,0.524,1.379,8.7,1
TR00966,2024-08-11,Dubai,Madinah,Road Transport,Aramex,5992,1525.5,944.13,0.6189,0.1576,9.8,0
TR00967,2023-10-15,Istanbul,Dammam,Rail,DHL Global,10481,4626.9,4624.21,0.9994,0.4412,9.6,1
TR00968,2024-11-24,Jeddah,Dammam,Rail,NAQEL Express,2970,5741.5,2294.78,0.3997,0.7727,15.3,1
TR00969,2024-08-07,Jeddah,Madinah,Air Freight,Maersk Line,9835,8780.5,5279.35,0.6013,0.5368,6.1,1
TR00970,2024-12-20,Dubai,Jeddah,Road Transport,NAQEL Express,9024,9082.3,2267.86,0.2497,0.2513,14.1,1
TR00971,2023-05-25,Shanghai,Dammam,Rail,DB Schenker,1736,7375.8,4344.14,0.589,2.5024,8.7,1
TR00972,2023-10-02,Mumbai,Madinah,Road Transport,FedEx,11945,390.8,763.35,1.9533,0.0639,11.8,1
TR00973,2023-10-30,Mumbai,Dammam,Air Freight,Aramex,8403,5867.1,4084.39,0.6962,0.4861,10.3,0
TR00974,2024-08-28,Istanbul,Riyadh,Sea Freight,NAQEL Express,2002,8144.0,3143.63,0.386,1.5702,16.7,1
TR00975,2024-06-13,Dammam,Riyadh,Rail,Agility Logistics,11999,1629.1,2685.84,1.6487,0.2238,13.7,1
TR00976,2023-10-12,Jeddah,Jubail,Road Transport,Agility Logistics,7828,2060.4,1835.35,0.8908,0.2345,9.4,1
TR00977,2023-12-01,Istanbul,Riyadh,Sea Freight,Agility Logistics,2751,1335.1,741.94,0.5557,0.2697,5.8,1
TR00978,2023-05-31,Dubai,Jeddah,Express Courier,FedEx,4086,747.9,538.14,0.7195,0.1317,10.2,1
TR00979,2024-05-25,Munich,Dubai,Air Freight,NAQEL Express,9481,8658.7,5324.77,0.615,0.5616,14.8,1
TR00980,2024-05-30,Shanghai,Dubai,Air Freight,DB Schenker,9248,3795.9,2625.58,0.6917,0.2839,11.9,1
TR00981,2023-04-16,Dubai,Jeddah,Air Freight,DHL Global,2811,2922.4,879.33,0.3009,0.3128,13.1,1
TR00982,2023-01-26,Dubai,Jeddah,Road Transport,FedEx,6945,1167.8,1195.19,1.0235,0.1721,13.0,1
TR00983,2023-11-26,Mumbai,Dubai,Air Freight,NAQEL Express,7938,5213.3,2297.37,0.4407,0.2894,7.4,0
TR00984,2024-12-17,Istanbul,Jubail,Road Transport,Maersk Line,4741,8612.1,5418.47,0.6292,1.1429,17.3,1
TR00985,2023-06-28,Dammam,Jeddah,Air Freight,Agility Logistics,6862,5410.1,2650.0,0.4898,0.3862,13.4,1
TR00986,2024-10-17,Munich,Riyadh,Rail,NAQEL Express,6806,4595.6,2232.93,0.4859,0.3281,15.1,1
TR00987,2023-02-09,Dubai,Dammam,Rail,Agility Logistics,1060,5689.1,2151.62,0.3782,2.0298,10.4,1
TR00988,2023-12-23,Riyadh,Riyadh,Road Transport,NAQEL Express,10248,4189.1,1216.87,0.2905,0.1187,9.7,0
TR00989,2024-09-23,Munich,Jubail,Sea Freight,Agility Logistics,10624,5607.1,3760.21,0.6706,0.3539,16.0,1
TR00990,2024-07-24,Jeddah,Madinah,Air Freight,DHL Global,102,5111.0,2270.51,0.4442,22.2599,9.0,1
TR00991,2023-04-29,Mumbai,Jubail,Road Transport,Agility Logistics,9066,301.2,502.97,1.6699,0.0555,7.2,0
TR00992,2023-10-08,Jeddah,Dubai,Sea Freight,FedEx,6522,2499.0,1730.81,0.6926,0.2654,5.7,0
TR00993,2023-01-06,Jeddah,Madinah,Air Freight,Saudi Post Logistics,7847,9646.1,8171.99,0.8472,1.0414,14.6,1
TR00994,2024-07-05,Munich,Riyadh,Sea Freight,DB Schenker,6039,183.2,574.48,3.1358,0.0951,11.4,1
TR00995,2024-02-09,Mumbai,Jubail,Road Transport,Saudi Post Logistics,5259,9162.7,4084.06,0.4457,0.7766,8.9,1
TR00996,2023-12-02,Mumbai,Jubail,Sea Freight,DHL Global,10164,611.0,1905.63,3.1189,0.1875,11.4,1
TR00997,2024-10-13,Jeddah,Jubail,Road Transport,FedEx,8610,5569.4,2863.14,0.5141,0.3325,3.5,1
TR00998,2023-01-13,Mumbai,Jubail,Air Freight,DB Schenker,4338,7140.3,4189.12,0.5867,0.9657,15.2,0
TR00999,2024-11-08,Shanghai,Riyadh,Road Transport,DHL Global,10720,9408.7,7294.25,0.7753,0.6804,14.3,1
TR01000,2024-01-07,Istanbul,Jeddah,Sea Freight,FedEx,6754,7401.1,4454.69,0.6019,0.6596,16.4,1
